Filename,flter_method,"g_channel_shift (x,y)","r_channel_shift (x,y))",Total_time
01047u.tif,"(24, 19)","(71, 32)",5.484730243682861
01861a.tif,"(71, 39)","(147, 62)",5.733281135559082
01657u.tif,"(57, 9)","(120, 13)",4.972252368927002
