Filename,"g_channel_shift (x,y)","r_channel_shift (x,y)",Total_time
00125v.jpg,"(5, 2)","(10, 1)",0.05785489082336426
00149v.jpg,"(4, 2)","(9, 2)",0.11871457099914551
00153v.jpg,"(7, 3)","(15, 4)",0.05784726142883301
00351v.jpg,"(4, 1)","(13, 1)",0.15314435958862305
00398v.jpg,"(5, 3)","(11, 4)",0.11672306060791016
01047u.tif,"(24, 19)","(71, 32)",10.286174058914185
01112v.jpg,"(0, 0)","(5, 1)",0.09973526000976562
01657u.tif,"(57, 9)","(120, 13)",9.025143146514893
01861a.tif,"(71, 39)","(147, 62)",10.740307807922363
