Filename,"g_channel_shift (x,y)","r_channel_shift (x,y)",Total_time
00125v.jpg,"(5, 2)","(10, 1)",0.09444212913513184
00149v.jpg,"(4, 2)","(9, 2)",0.1297914981842041
00153v.jpg,"(7, 3)","(15, 4)",0.0694737434387207
00351v.jpg,"(4, 1)","(13, 1)",0.1545565128326416
00398v.jpg,"(5, 3)","(11, 4)",0.1295301914215088
01047u.tif,"(24, 19)","(71, 32)",10.899771690368652
01112v.jpg,"(0, 0)","(5, 1)",0.12491750717163086
01657u.tif,"(57, 9)","(120, 13)",10.886953353881836
01861a.tif,"(71, 39)","(147, 62)",11.046278953552246
